Date,Recip_County,Recip_State,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Census2019,Census2019_12PlusPop,Census2019_18PlusPop
3/5/2021,Camden County,NJ,90039,17.8,90032,20.9,89918,22.9,34380,42.2,48890,9.7,48890,11.3,48847,12.5,17137,21,506471,431523,392248
3/5/2021,Morris County,NJ,112316,22.8,112181,26.2,112040,28.8,49818,57.6,60064,12.2,60061,14,59998,15.4,24216,28,491845,428537,389368
3/5/2021,Passaic County,NJ,67888,13.5,67883,16.1,67835,17.7,28768,38.3,36591,7.3,36591,8.7,36567,9.6,14336,19.1,501826,422206,382808
3/4/2021,Ocean County,NJ,97976,16.1,97970,19.3,97909,21.3,52349,37.8,46194,7.6,46194,9.1,46169,10,21752,15.7,607186,507517,460496
3/4/2021,Gloucester County,NJ,54377,18.6,54375,21.6,54272,23.7,20829,43.8,28884,9.9,28884,11.5,28850,12.6,9789,20.6,291636,251839,228537
3/4/2021,Warren County,NJ,18107,17.2,18105,19.5,18103,21.3,9822,49.8,8796,8.4,8796,9.5,8794,10.4,3921,19.9,105267,92873,84914
3/4/2021,Hunterdon County,NJ,20828,16.7,20828,18.9,20805,20.7,9449,39.2,10320,8.3,10320,9.4,10313,10.2,3921,16.3,124371,110363,100659
3/4/2021,Union County,NJ,78164,14,78156,16.6,78035,18.3,30949,37.8,37581,6.8,37580,8,37541,8.8,13526,16.5,556341,470390,426483
3/4/2021,Cape May County,NJ,23521,25.6,23520,28.8,23497,30.9,12391,49.2,11849,12.9,11849,14.5,11842,15.6,5905,23.5,92039,81647,76089
3/4/2021,Atlantic County,NJ,47477,18,47475,20.9,47392,22.8,19768,40.3,25481,9.7,25480,11.2,25458,12.2,9730,19.8,263670,227677,208133
3/4/2021,Somerset County,NJ,58487,17.8,58479,20.5,58367,22.6,23691,44.5,30929,9.4,30929,10.8,30887,12,11949,22.5,328934,285695,258178
3/4/2021,Passaic County,NJ,65247,13,65242,15.5,65195,17,27608,36.7,34588,6.9,34588,8.2,34565,9,13293,17.7,501826,422206,382808
3/4/2021,Mercer County,NJ,49204,13.4,49202,15.5,49149,17,21336,37.1,21464,5.8,21464,6.8,21448,7.4,8141,14.2,367430,316439,289368
3/4/2021,Hudson County,NJ,78339,11.7,78328,13.6,78300,14.6,30467,37.2,37746,5.6,37746,6.6,37734,7,12173,14.9,672391,574459,535676
3/4/2021,Burlington County,NJ,82068,18.4,82065,21.2,81938,23.2,32853,42.5,44314,10,44314,11.4,44263,12.5,16269,21,445349,387026,353190
3/4/2021,Cumberland County,NJ,21598,14.4,21598,17.1,21586,18.9,9029,38.6,10374,6.9,10374,8.2,10371,9.1,3751,16,149527,125954,114047
3/4/2021,Bergen County,NJ,181417,19.5,181400,22.5,181174,24.6,78394,47.6,99146,10.6,99146,12.3,99054,13.5,38545,23.4,932202,807139,735893
3/4/2021,Salem County,NJ,10764,17.3,10763,20.1,10752,21.9,6007,50.6,4778,7.7,4778,8.9,4773,9.7,2120,17.9,62385,53679,49051
3/4/2021,Middlesex County,NJ,122176,14.8,122169,17.2,122000,18.9,47982,37.6,61121,7.4,61121,8.6,61068,9.4,22768,17.8,825062,708391,646270
3/4/2021,Unknown County,NJ,98946,0,98939,0,97035,0,40125,0,57662,0,57662,0,56945,0,21911,0,,,
3/4/2021,Camden County,NJ,86780,17.1,86773,20.1,86664,22.1,33376,40.9,46935,9.3,46935,10.9,46893,12,16319,20,506471,431523,392248
3/4/2021,Morris County,NJ,109160,22.2,109025,25.4,108891,28,48654,56.3,58797,12,58794,13.7,58731,15.1,23623,27.3,491845,428537,389368
3/4/2021,Essex County,NJ,125286,15.7,125272,18.6,125176,20.5,47948,43.2,61406,7.7,61406,9.1,61362,10.1,22356,20.1,798975,671913,609578
3/4/2021,Sussex County,NJ,22194,15.8,22187,17.9,22165,19.6,9568,37.9,11760,8.4,11760,9.5,11750,10.4,4331,17.2,140488,123854,113243
3/4/2021,Monmouth County,NJ,112577,18.2,112569,20.9,112466,23,48960,43.5,59291,9.6,59291,11,59254,12.1,23442,20.8,618795,539254,489383
3/3/2021,Camden County,NJ,83948,16.6,83941,19.5,83838,21.4,32473,39.8,45873,9.1,45873,10.6,45834,11.7,15955,19.6,506471,431523,392248
3/3/2021,Gloucester County,NJ,52523,18,52522,20.9,52423,22.9,20167,42.4,28235,9.7,28235,11.2,28202,12.3,9593,20.2,291636,251839,228537
3/3/2021,Warren County,NJ,17266,16.4,17264,18.6,17262,20.3,9298,47.2,8661,8.2,8661,9.3,8659,10.2,3834,19.5,105267,92873,84914
3/3/2021,Atlantic County,NJ,46105,17.5,46103,20.2,46024,22.1,19175,39.1,24547,9.3,24546,10.8,24529,11.8,9279,18.9,263670,227677,208133
3/3/2021,Bergen County,NJ,175810,18.9,175793,21.8,175574,23.9,75820,46,95866,10.3,95866,11.9,95779,13,36882,22.4,932202,807139,735893
3/3/2021,Somerset County,NJ,56979,17.3,56971,19.9,56865,22,23191,43.6,30257,9.2,30257,10.6,30216,11.7,11640,21.9,328934,285695,258178
3/3/2021,Cumberland County,NJ,19568,13.1,19568,15.5,19557,17.1,8034,34.3,10125,6.8,10125,8,10122,8.9,3691,15.8,149527,125954,114047
3/3/2021,Monmouth County,NJ,108962,17.6,108955,20.2,108859,22.2,47434,42.2,57784,9.3,57784,10.7,57747,11.8,22755,20.2,618795,539254,489383
3/3/2021,Ocean County,NJ,94953,15.6,94947,18.7,94886,20.6,50587,36.6,44747,7.4,44747,8.8,44723,9.7,20920,15.1,607186,507517,460496
3/3/2021,Hudson County,NJ,75719,11.3,75708,13.2,75680,14.1,29623,36.2,36638,5.4,36638,6.4,36626,6.8,11662,14.2,672391,574459,535676
3/3/2021,Cape May County,NJ,22710,24.7,22709,27.8,22687,29.8,12002,47.7,11463,12.5,11463,14,11456,15.1,5685,22.6,92039,81647,76089
3/3/2021,Unknown County,NJ,96323,0,96316,0,94502,0,39180,0,56589,0,56589,0,55904,0,21468,0,,,
3/3/2021,Mercer County,NJ,47655,13,47653,15.1,47602,16.5,20689,36,20838,5.7,20838,6.6,20823,7.2,7799,13.6,367430,316439,289368
3/3/2021,Salem County,NJ,9952,16,9951,18.5,9941,20.3,5431,45.8,4682,7.5,4682,8.7,4677,9.5,2082,17.5,62385,53679,49051
3/3/2021,Passaic County,NJ,63240,12.6,63235,15,63189,16.5,26726,35.5,33894,6.8,33894,8,33871,8.8,12961,17.2,501826,422206,382808
3/3/2021,Middlesex County,NJ,117958,14.3,117951,16.7,117787,18.2,46452,36.4,59225,7.2,59225,8.4,59175,9.2,21759,17,825062,708391,646270
3/3/2021,Sussex County,NJ,21544,15.3,21537,17.4,21515,19,9342,37,11340,8.1,11340,9.2,11331,10,4130,16.4,140488,123854,113243
3/3/2021,Union County,NJ,75114,13.5,75106,16,74988,17.6,29983,36.6,36621,6.6,36620,7.8,36582,8.6,13121,16,556341,470390,426483
3/3/2021,Essex County,NJ,120805,15.1,120791,18,120698,19.8,46476,41.8,58865,7.4,58865,8.8,58822,9.6,21220,19.1,798975,671913,609578
3/3/2021,Hunterdon County,NJ,19854,16,19854,18,19832,19.7,8938,37.1,10138,8.2,10138,9.2,10131,10.1,3830,15.9,124371,110363,100659
3/3/2021,Burlington County,NJ,79721,17.9,79718,20.6,79594,22.5,31927,41.3,43093,9.7,43093,11.1,43045,12.2,15780,20.4,445349,387026,353190
3/3/2021,Morris County,NJ,105579,21.5,105444,24.6,105321,27,47539,55,57441,11.7,57438,13.4,57375,14.7,22928,26.5,491845,428537,389368
3/2/2021,Essex County,NJ,117416,14.7,117402,17.5,117310,19.2,45492,40.9,58196,7.3,58196,8.7,58154,9.5,20975,18.9,798975,671913,609578
3/2/2021,Salem County,NJ,9764,15.7,9763,18.2,9754,19.9,5330,44.9,4626,7.4,4626,8.6,4621,9.4,2048,17.3,62385,53679,49051
3/2/2021,Bergen County,NJ,170507,18.3,170490,21.1,170279,23.1,73348,44.5,92756,10,92756,11.5,92673,12.6,35213,21.4,932202,807139,735893
3/2/2021,Cape May County,NJ,22083,24,22082,27,22060,29,11678,46.4,11171,12.1,11171,13.7,11164,14.7,5500,21.9,92039,81647,76089
3/2/2021,Camden County,NJ,82194,16.2,82187,19,82087,20.9,31742,38.9,44968,8.9,44968,10.4,44930,11.5,15581,19.1,506471,431523,392248
3/2/2021,Somerset County,NJ,55821,17,55813,19.5,55709,21.6,22818,42.9,29509,9,29509,10.3,29469,11.4,11307,21.3,328934,285695,258178
3/2/2021,Burlington County,NJ,78057,17.5,78054,20.2,77933,22.1,31181,40.3,41865,9.4,41865,10.8,41822,11.8,15223,19.7,445349,387026,353190
3/2/2021,Mercer County,NJ,45755,12.5,45753,14.5,45705,15.8,20060,34.9,20136,5.5,20136,6.4,20122,7,7425,12.9,367430,316439,289368
3/2/2021,Sussex County,NJ,21010,15,21003,17,20982,18.5,9150,36.3,10956,7.8,10956,8.8,10947,9.7,3960,15.7,140488,123854,113243
3/2/2021,Atlantic County,NJ,44786,17,44784,19.7,44713,21.5,18639,38,23803,9,23802,10.5,23786,11.4,8928,18.2,263670,227677,208133
3/2/2021,Morris County,NJ,102415,20.8,102280,23.9,102162,26.2,45916,53.1,56146,11.4,56143,13.1,56082,14.4,22326,25.8,491845,428537,389368
3/2/2021,Hudson County,NJ,73070,10.9,73059,12.7,73032,13.6,28686,35,35751,5.3,35751,6.2,35740,6.7,11306,13.8,672391,574459,535676
3/2/2021,Warren County,NJ,16778,15.9,16776,18.1,16774,19.8,8953,45.4,8351,7.9,8351,9,8349,9.8,3583,18.2,105267,92873,84914
3/2/2021,Monmouth County,NJ,105273,17,105266,19.5,105175,21.5,45834,40.7,55739,9,55739,10.3,55703,11.4,21771,19.4,618795,539254,489383
3/2/2021,Passaic County,NJ,61707,12.3,61702,14.6,61656,16.1,26011,34.6,32972,6.6,32972,7.8,32949,8.6,12484,16.6,501826,422206,382808
3/2/2021,Cumberland County,NJ,19090,12.8,19090,15.2,19079,16.7,7739,33.1,10022,6.7,10022,8,10019,8.8,3645,15.6,149527,125954,114047
3/2/2021,Middlesex County,NJ,113860,13.8,113853,16.1,113697,17.6,44921,35.2,57141,6.9,57141,8.1,57095,8.8,20669,16.2,825062,708391,646270
3/2/2021,Union County,NJ,72642,13.1,72634,15.4,72522,17,29145,35.6,35481,6.4,35480,7.5,35445,8.3,12573,15.3,556341,470390,426483
3/2/2021,Gloucester County,NJ,51431,17.6,51430,20.4,51334,22.5,19673,41.4,27591,9.5,27591,11,27561,12.1,9278,19.5,291636,251839,228537
3/2/2021,Hunterdon County,NJ,19419,15.6,19419,17.6,19398,19.3,8735,36.3,9977,8,9977,9,9970,9.9,3760,15.6,124371,110363,100659
3/2/2021,Ocean County,NJ,92621,15.3,92615,18.2,92558,20.1,49105,35.5,43692,7.2,43692,8.6,43668,9.5,20246,14.6,607186,507517,460496
3/2/2021,Unknown County,NJ,94163,0,94156,0,92423,0,38338,0,55512,0,55512,0,54869,0,20966,0,,,
3/1/2021,Passaic County,NJ,60712,12.1,60707,14.4,60664,15.8,25620,34.1,32060,6.4,32060,7.6,32037,8.4,11955,15.9,501826,422206,382808
3/1/2021,Cape May County,NJ,20408,22.2,20407,25,20391,26.8,10892,43.3,10267,11.2,10267,12.6,10263,13.5,5026,20,92039,81647,76089
3/1/2021,Salem County,NJ,9529,15.3,9528,17.7,9519,19.4,5254,44.3,4395,7,4395,8.2,4390,8.9,1933,16.3,62385,53679,49051
3/1/2021,Gloucester County,NJ,49244,16.9,49243,19.6,49156,21.5,18886,39.7,26372,9,26372,10.5,26345,11.5,8795,18.5,291636,251839,228537
3/1/2021,Burlington County,NJ,74165,16.7,74162,19.2,74057,21,29400,38,39715,8.9,39715,10.3,39678,11.2,14170,18.3,445349,387026,353190
3/1/2021,Hudson County,NJ,69858,10.4,69847,12.2,69823,13,27409,33.5,34936,5.2,34936,6.1,34926,6.5,10995,13.4,672391,574459,535676
3/1/2021,Bergen County,NJ,166172,17.8,166155,20.6,165952,22.6,71177,43.2,89449,9.6,89449,11.1,89366,12.1,33341,20.2,932202,807139,735893
3/1/2021,Monmouth County,NJ,100729,16.3,100722,18.7,100636,20.6,43586,38.7,53979,8.7,53979,10,53947,11,21018,18.7,618795,539254,489383
3/1/2021,Ocean County,NJ,84787,14,84783,16.7,84728,18.4,44442,32.1,40287,6.6,40287,7.9,40265,8.7,18317,13.2,607186,507517,460496
3/1/2021,Somerset County,NJ,53501,16.3,53493,18.7,53398,20.7,22131,41.6,28758,8.7,28758,10.1,28721,11.1,11015,20.7,328934,285695,258178
3/1/2021,Mercer County,NJ,43904,11.9,43902,13.9,43859,15.2,19294,33.6,19563,5.3,19563,6.2,19549,6.8,7136,12.4,367430,316439,289368
3/1/2021,Camden County,NJ,78835,15.6,78828,18.3,78736,20.1,30387,37.3,43273,8.5,43273,10,43236,11,14846,18.2,506471,431523,392248
3/1/2021,Essex County,NJ,112565,14.1,112551,16.8,112463,18.4,43877,39.5,56435,7.1,56435,8.4,56397,9.3,20184,18.2,798975,671913,609578
3/1/2021,Hunterdon County,NJ,18862,15.2,18862,17.1,18842,18.7,8499,35.3,9537,7.7,9537,8.6,9530,9.5,3504,14.5,124371,110363,100659
3/1/2021,Warren County,NJ,16501,15.7,16499,17.8,16497,19.4,8850,44.9,7899,7.5,7899,8.5,7897,9.3,3291,16.7,105267,92873,84914
3/1/2021,Sussex County,NJ,20555,14.6,20548,16.6,20527,18.1,8945,35.4,10524,7.5,10524,8.5,10517,9.3,3730,14.8,140488,123854,113243
3/1/2021,Cumberland County,NJ,18535,12.4,18535,14.7,18527,16.2,7476,32,9401,6.3,9401,7.5,9399,8.2,3326,14.2,149527,125954,114047
3/1/2021,Unknown County,NJ,91543,0,91536,0,89935,0,37416,0,54206,0,54206,0,53623,0,20424,0,,,
3/1/2021,Atlantic County,NJ,41659,15.8,41657,18.3,41599,20,17531,35.8,21042,8,21041,9.2,21029,10.1,7654,15.6,263670,227677,208133
3/1/2021,Middlesex County,NJ,108373,13.1,108366,15.3,108226,16.7,43030,33.7,55912,6.8,55912,7.9,55870,8.6,20193,15.8,825062,708391,646270
3/1/2021,Union County,NJ,68575,12.3,68567,14.6,68461,16.1,27631,33.7,34740,6.2,34739,7.4,34706,8.1,12281,15,556341,470390,426483
3/1/2021,Morris County,NJ,99153,20.2,99018,23.1,98904,25.4,44441,51.4,54426,11.1,54423,12.7,54365,14,21510,24.9,491845,428537,389368
2/28/2021,Monmouth County,NJ,99304,16,99297,18.4,99213,20.3,43106,38.3,53017,8.6,53017,9.8,52987,10.8,20524,18.2,618795,539254,489383
2/28/2021,Morris County,NJ,96140,19.5,96005,22.4,95893,24.6,42474,49.1,53921,11,53918,12.6,53861,13.8,21205,24.5,491845,428537,389368
2/28/2021,Essex County,NJ,111933,14,111919,16.7,111832,18.3,43673,39.3,56079,7,56079,8.3,56041,9.2,20010,18,798975,671913,609578
2/28/2021,Unknown County,NJ,90002,0,89995,0,88439,0,36802,0,53707,0,53707,0,53130,0,20162,0,,,
2/28/2021,Hunterdon County,NJ,18035,14.5,18035,16.3,18015,17.9,7918,32.9,9154,7.4,9154,8.3,9147,9.1,3192,13.3,124371,110363,100659
2/28/2021,Hudson County,NJ,69127,10.3,69116,12,69095,12.9,27261,33.3,34552,5.1,34552,6,34542,6.4,10831,13.2,672391,574459,535676
2/28/2021,Middlesex County,NJ,106100,12.9,106093,15,105962,16.4,42242,33.1,55307,6.7,55307,7.8,55266,8.6,19908,15.6,825062,708391,646270
2/28/2021,Ocean County,NJ,83744,13.8,83740,16.5,83686,18.2,43821,31.7,39780,6.6,39780,7.8,39758,8.6,18020,13,607186,507517,460496
2/28/2021,Cumberland County,NJ,18394,12.3,18394,14.6,18386,16.1,7410,31.7,9335,6.2,9335,7.4,9333,8.2,3297,14.1,149527,125954,114047
2/28/2021,Somerset County,NJ,52431,15.9,52423,18.3,52332,20.3,21729,40.9,28406,8.6,28406,9.9,28369,11,10804,20.3,328934,285695,258178
2/28/2021,Gloucester County,NJ,48232,16.5,48231,19.2,48146,21.1,18496,38.9,25971,8.9,25971,10.3,25945,11.4,8548,18,291636,251839,228537
2/28/2021,Union County,NJ,67591,12.1,67583,14.4,67478,15.8,27267,33.3,34412,6.2,34411,7.3,34378,8.1,12111,14.8,556341,470390,426483
2/28/2021,Cape May County,NJ,20054,21.8,20053,24.6,20037,26.3,10689,42.5,10140,11,10140,12.4,10136,13.3,4943,19.6,92039,81647,76089
2/28/2021,Salem County,NJ,9440,15.1,9439,17.6,9430,19.2,5234,44.1,4352,7,4352,8.1,4347,8.9,1909,16.1,62385,53679,49051
2/28/2021,Mercer County,NJ,42948,11.7,42946,13.6,42905,14.8,18944,33,19355,5.3,19355,6.1,19341,6.7,7024,12.2,367430,316439,289368
2/28/2021,Camden County,NJ,77898,15.4,77891,18.1,77803,19.8,30097,36.9,42910,8.5,42910,9.9,42873,10.9,14633,17.9,506471,431523,392248
2/28/2021,Sussex County,NJ,20326,14.5,20319,16.4,20301,17.9,8866,35.1,10359,7.4,10359,8.4,10352,9.1,3629,14.4,140488,123854,113243
2/28/2021,Burlington County,NJ,73337,16.5,73334,18.9,73231,20.7,29170,37.7,39553,8.9,39553,10.2,39516,11.2,14091,18.2,445349,387026,353190
2/28/2021,Atlantic County,NJ,41248,15.6,41246,18.1,41188,19.8,17335,35.4,20816,7.9,20815,9.1,20803,10,7553,15.4,263670,227677,208133
2/28/2021,Warren County,NJ,16284,15.5,16282,17.5,16280,19.2,8745,44.4,7754,7.4,7754,8.3,7752,9.1,3192,16.2,105267,92873,84914
2/28/2021,Bergen County,NJ,163774,17.6,163757,20.3,163558,22.2,69885,42.4,88709,9.5,88709,11,88627,12,32986,20,932202,807139,735893
2/28/2021,Passaic County,NJ,60133,12,60128,14.2,60085,15.7,25367,33.7,31843,6.3,31843,7.5,31821,8.3,11858,15.8,501826,422206,382808
2/27/2021,Ocean County,NJ,82599,13.6,82595,16.3,82543,17.9,43101,31.2,39025,6.4,39025,7.7,39003,8.5,17580,12.7,607186,507517,460496
2/27/2021,Unknown County,NJ,88076,0,88069,0,86556,0,36052,0,52366,0,52366,0,51823,0,19538,0,,,
2/27/2021,Essex County,NJ,109436,13.7,109422,16.3,109335,17.9,42638,38.4,53552,6.7,53552,8,53515,8.8,18836,17,798975,671913,609578
2/27/2021,Warren County,NJ,15998,15.2,15996,17.2,15994,18.8,8626,43.8,7649,7.3,7649,8.2,7647,9,3149,16,105267,92873,84914
2/27/2021,Sussex County,NJ,19792,14.1,19785,16,19767,17.5,8639,34.2,10103,7.2,10103,8.2,10096,8.9,3506,13.9,140488,123854,113243
2/27/2021,Middlesex County,NJ,101998,12.4,101991,14.4,101871,15.8,40905,32,53548,6.5,53548,7.6,53517,8.3,19048,14.9,825062,708391,646270
2/27/2021,Burlington County,NJ,72326,16.2,72323,18.7,72222,20.4,28768,37.2,38993,8.8,38993,10.1,38956,11,13867,17.9,445349,387026,353190
2/27/2021,Salem County,NJ,9301,14.9,9300,17.3,9291,18.9,5173,43.6,4172,6.7,4172,7.8,4168,8.5,1803,15.2,62385,53679,49051
2/27/2021,Hudson County,NJ,67964,10.1,67953,11.8,67932,12.7,26920,32.9,33888,5,33888,5.9,33878,6.3,10595,12.9,672391,574459,535676
2/27/2021,Mercer County,NJ,42087,11.5,42085,13.3,42048,14.5,18580,32.3,18848,5.1,18848,6,18834,6.5,6730,11.7,367430,316439,289368
2/27/2021,Somerset County,NJ,51175,15.6,51167,17.9,51080,19.8,21265,40,27627,8.4,27627,9.7,27595,10.7,10450,19.6,328934,285695,258178
2/27/2021,Camden County,NJ,76315,15.1,76308,17.7,76221,19.4,29414,36.1,41663,8.2,41663,9.7,41626,10.6,14010,17.2,506471,431523,392248
2/27/2021,Atlantic County,NJ,40676,15.4,40674,17.9,40616,19.5,17002,34.7,20329,7.7,20328,8.9,20317,9.8,7250,14.8,263670,227677,208133
2/27/2021,Passaic County,NJ,57185,11.4,57180,13.5,57137,14.9,24112,32.1,30107,6,30107,7.1,30087,7.9,11010,14.6,501826,422206,382808
2/27/2021,Cape May County,NJ,19601,21.3,19600,24,19584,25.7,10391,41.3,9971,10.8,9971,12.2,9967,13.1,4833,19.2,92039,81647,76089
2/27/2021,Gloucester County,NJ,47236,16.2,47235,18.8,47152,20.6,18109,38.1,25408,8.7,25408,10.1,25382,11.1,8277,17.4,291636,251839,228537
2/27/2021,Hunterdon County,NJ,17557,14.1,17557,15.9,17540,17.4,7711,32,8851,7.1,8851,8,8845,8.8,3024,12.6,124371,110363,100659
2/27/2021,Bergen County,NJ,159297,17.1,159280,19.7,159090,21.6,67713,41.1,85883,9.2,85883,10.6,85804,11.7,31592,19.2,932202,807139,735893
2/27/2021,Union County,NJ,65806,11.8,65798,14,65698,15.4,26563,32.4,33570,6,33569,7.1,33542,7.9,11786,14.4,556341,470390,426483
2/27/2021,Morris County,NJ,93227,19,93092,21.7,92983,23.9,41047,47.5,52164,10.6,52161,12.2,52107,13.4,20321,23.5,491845,428537,389368
2/27/2021,Cumberland County,NJ,17714,11.8,17714,14.1,17706,15.5,7094,30.3,9052,6.1,9052,7.2,9050,7.9,3150,13.5,149527,125954,114047
2/27/2021,Monmouth County,NJ,97454,15.7,97447,18.1,97367,19.9,42258,37.6,51492,8.3,51492,9.5,51464,10.5,19795,17.6,618795,539254,489383
2/26/2021,Cumberland County,NJ,17483,11.7,17483,13.9,17475,15.3,6969,29.8,8690,5.8,8690,6.9,8688,7.6,2961,12.7,149527,125954,114047
2/26/2021,Middlesex County,NJ,99093,12,99086,14,98972,15.3,39800,31.2,50809,6.2,50809,7.2,50781,7.9,17810,13.9,825062,708391,646270
2/26/2021,Atlantic County,NJ,40282,15.3,40280,17.7,40223,19.3,16774,34.2,19691,7.5,19690,8.6,19680,9.5,6882,14,263670,227677,208133
2/26/2021,Unknown County,NJ,86111,0,86104,0,84644,0,35168,0,50553,0,50553,0,50042,0,18676,0,,,
2/26/2021,Ocean County,NJ,81267,13.4,81263,16,81213,17.6,42329,30.6,37908,6.2,37908,7.5,37887,8.2,16843,12.2,607186,507517,460496
2/26/2021,Passaic County,NJ,55822,11.1,55817,13.2,55774,14.6,23549,31.3,29241,5.8,29241,6.9,29223,7.6,10644,14.2,501826,422206,382808
2/26/2021,Essex County,NJ,106664,13.4,106650,15.9,106564,17.5,41563,37.4,50998,6.4,50998,7.6,50962,8.4,17788,16,798975,671913,609578
2/26/2021,Hunterdon County,NJ,17122,13.8,17122,15.5,17105,17,7441,30.9,8530,6.9,8530,7.7,8524,8.5,2866,11.9,124371,110363,100659
2/26/2021,Somerset County,NJ,49886,15.2,49878,17.5,49793,19.3,20798,39.1,26506,8.1,26506,9.3,26475,10.3,9920,18.7,328934,285695,258178
2/26/2021,Gloucester County,NJ,45945,15.8,45944,18.2,45868,20.1,17595,37,24280,8.3,24280,9.6,24254,10.6,7779,16.4,291636,251839,228537
2/26/2021,Hudson County,NJ,65657,9.8,65646,11.4,65626,12.3,25744,31.4,32566,4.8,32566,5.7,32557,6.1,9942,12.1,672391,574459,535676
2/26/2021,Union County,NJ,63759,11.5,63751,13.6,63656,14.9,25700,31.4,32030,5.8,32029,6.8,32005,7.5,11053,13.5,556341,470390,426483
2/26/2021,Sussex County,NJ,19322,13.8,19315,15.6,19298,17,8455,33.5,9689,6.9,9689,7.8,9682,8.5,3357,13.3,140488,123854,113243
2/26/2021,Burlington County,NJ,70425,15.8,70422,18.2,70324,19.9,27931,36.1,37224,8.4,37224,9.6,37188,10.5,12943,16.7,445349,387026,353190
2/26/2021,Cape May County,NJ,19229,20.9,19228,23.6,19212,25.2,10143,40.3,9712,10.6,9712,11.9,9708,12.8,4677,18.6,92039,81647,76089
2/26/2021,Warren County,NJ,14993,14.2,14991,16.1,14989,17.7,7880,40,7374,7,7374,7.9,7372,8.7,2973,15.1,105267,92873,84914
2/26/2021,Salem County,NJ,9098,14.6,9097,16.9,9088,18.5,5079,42.8,3784,6.1,3784,7,3780,7.7,1541,13,62385,53679,49051
2/26/2021,Camden County,NJ,74341,14.7,74334,17.2,74251,18.9,28535,35,39938,7.9,39938,9.3,39902,10.2,13213,16.2,506471,431523,392248
2/26/2021,Monmouth County,NJ,94858,15.3,94851,17.6,94776,19.4,41136,36.6,48912,7.9,48912,9.1,48888,10,18580,16.5,618795,539254,489383
2/26/2021,Bergen County,NJ,155310,16.7,155294,19.2,155112,21.1,65931,40,82067,8.8,82067,10.2,81995,11.1,29897,18.2,932202,807139,735893
2/26/2021,Mercer County,NJ,40029,10.9,40027,12.6,39993,13.8,17617,30.6,17895,4.9,17895,5.7,17882,6.2,6208,10.8,367430,316439,289368
2/26/2021,Morris County,NJ,90674,18.4,90539,21.1,90433,23.2,39690,45.9,49992,10.2,49989,11.7,49941,12.8,19292,22.3,491845,428537,389368
2/25/2021,Camden County,NJ,72497,14.3,72490,16.8,72407,18.5,27668,33.9,37363,7.4,37363,8.7,37329,9.5,11899,14.6,506471,431523,392248
2/25/2021,Warren County,NJ,14486,13.8,14484,15.6,14482,17.1,7506,38.1,7212,6.9,7212,7.8,7210,8.5,2892,14.7,105267,92873,84914
2/25/2021,Morris County,NJ,88540,18,88405,20.6,88301,22.7,38404,44.4,47367,9.6,47364,11.1,47318,12.2,17853,20.6,491845,428537,389368
2/25/2021,Union County,NJ,61731,11.1,61723,13.1,61631,14.5,24707,30.1,30018,5.4,30017,6.4,29995,7,10048,12.3,556341,470390,426483
2/25/2021,Burlington County,NJ,68790,15.4,68787,17.8,68692,19.4,27095,35,35004,7.9,35004,9,34971,9.9,11819,15.3,445349,387026,353190
2/25/2021,Essex County,NJ,103085,12.9,103071,15.3,102988,16.9,40025,36,48737,6.1,48737,7.3,48703,8,16702,15,798975,671913,609578
2/25/2021,Sussex County,NJ,18794,13.4,18787,15.2,18770,16.6,8054,31.9,9249,6.6,9249,7.5,9243,8.2,3166,12.5,140488,123854,113243
2/25/2021,Cumberland County,NJ,16905,11.3,16905,13.4,16897,14.8,6640,28.4,8353,5.6,8353,6.6,8351,7.3,2766,11.8,149527,125954,114047
2/25/2021,Salem County,NJ,8997,14.4,8996,16.8,8987,18.3,5015,42.2,3548,5.7,3548,6.6,3545,7.2,1410,11.9,62385,53679,49051
2/25/2021,Atlantic County,NJ,39108,14.8,39106,17.2,39055,18.8,16258,33.2,18740,7.1,18739,8.2,18729,9,6343,12.9,263670,227677,208133
2/25/2021,Hudson County,NJ,63755,9.5,63744,11.1,63724,11.9,24672,30.1,29914,4.4,29914,5.2,29907,5.6,8638,10.5,672391,574459,535676
2/25/2021,Ocean County,NJ,77205,12.7,77201,15.2,77153,16.8,39889,28.8,34281,5.6,34281,6.8,34263,7.4,14617,10.6,607186,507517,460496
2/25/2021,Gloucester County,NJ,44897,15.4,44896,17.8,44820,19.6,17050,35.8,22880,7.8,22880,9.1,22858,10,7017,14.8,291636,251839,228537
2/25/2021,Passaic County,NJ,54397,10.8,54392,12.9,54349,14.2,22870,30.4,27920,5.6,27920,6.6,27904,7.3,9995,13.3,501826,422206,382808
2/25/2021,Mercer County,NJ,38078,10.4,38076,12,38044,13.1,16773,29.2,16301,4.4,16301,5.2,16290,5.6,5295,9.2,367430,316439,289368
