Date,Recip_County,Recip_State,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Census2019,Census2019_12PlusPop,Census2019_18PlusPop
4/11/2021,Monmouth County,NJ,242353,39.2,242335,44.9,241471,49.3,83976,74.6,143309,23.2,143307,26.6,143026,29.2,58116,51.7,618795,539254,489383
4/11/2021,Passaic County,NJ,159211,31.7,159176,37.7,158562,41.4,50384,67,93704,18.7,93700,22.2,93537,24.4,35584,47.3,501826,422206,382808
4/11/2021,Gloucester County,NJ,112892,38.7,112890,44.8,112259,49.1,35387,74.4,71628,24.6,71628,28.4,71358,31.2,25382,53.4,291636,251839,228537
4/11/2021,Hunterdon County,NJ,49506,39.8,49505,44.9,49311,49,17550,72.9,26018,20.9,26017,23.6,25960,25.8,11337,47.1,124371,110363,100659
4/11/2021,Burlington County,NJ,185059,41.6,185051,47.8,184036,52.1,59485,76.9,122855,27.6,122854,31.7,122474,34.7,46104,59.6,445349,387026,353190
4/11/2021,Camden County,NJ,192567,38,192556,44.6,191538,48.8,59411,72.9,125189,24.7,125183,29,124739,31.8,43774,53.7,506471,431523,392248
4/11/2021,Cumberland County,NJ,42921,28.7,42921,34.1,42820,37.5,15427,65.9,22172,14.8,22172,17.6,22135,19.4,8593,36.7,149527,125954,114047
4/11/2021,Somerset County,NJ,135504,41.2,135492,47.4,134592,52.1,39305,73.9,77100,23.4,77100,27,76820,29.8,27959,52.6,328934,285695,258178
4/11/2021,Morris County,NJ,234151,47.6,234014,54.6,232341,59.7,69269,80.1,151517,30.8,151514,35.4,151006,38.8,57301,66.3,491845,428537,389368
4/11/2021,Ocean County,NJ,198748,32.7,198732,39.2,198425,43.1,94530,68.3,126099,20.8,126097,24.8,125990,27.4,66987,48.4,607186,507517,460496
4/11/2021,Atlantic County,NJ,106075,40.2,106072,46.6,105448,50.7,35440,72.3,66222,25.1,66221,29.1,65993,31.7,26194,53.4,263670,227677,208133
4/11/2021,Salem County,NJ,20919,33.5,20917,39,20860,42.5,8812,74.2,12234,19.6,12234,22.8,12212,24.9,5941,50,62385,53679,49051
4/11/2021,Warren County,NJ,39128,37.2,39126,42.1,39054,46,15557,78.9,23120,22,23120,24.9,23096,27.2,11887,60.3,105267,92873,84914
4/11/2021,Bergen County,NJ,398917,42.8,398884,49.4,396466,53.9,126053,76.5,261981,28.1,261977,32.5,261266,35.5,102118,62,932202,807139,735893
4/11/2021,Cape May County,NJ,43210,46.9,43209,52.9,43088,56.6,19723,78.4,31865,34.6,31865,39,31815,41.8,15987,63.5,92039,81647,76089
4/11/2021,Union County,NJ,189038,34,189014,40.2,187780,44,53267,65,101460,18.2,101457,21.6,101162,23.7,35561,43.4,556341,470390,426483
4/11/2021,Middlesex County,NJ,297256,36,297240,42,295385,45.7,90217,70.6,166435,20.2,166435,23.5,165842,25.7,59912,46.9,825062,708391,646270
4/11/2021,Mercer County,NJ,128430,35,128421,40.6,127585,44.1,40542,70.5,70371,19.2,70368,22.2,70098,24.2,26932,46.8,367430,316439,289368
4/10/2021,Bergen County,NJ,392454,42.1,392421,48.6,390148,53,125435,76.2,255417,27.4,255413,31.6,254754,34.6,101124,61.4,932202,807139,735893
4/10/2021,Hunterdon County,NJ,48870,39.3,48869,44.3,48682,48.4,17461,72.5,25526,20.5,25525,23.1,25471,25.3,11243,46.7,124371,110363,100659
4/10/2021,Burlington County,NJ,182177,40.9,182169,47.1,181196,51.3,59090,76.4,119569,26.8,119568,30.9,119208,33.8,45209,58.4,445349,387026,353190
4/10/2021,Passaic County,NJ,155261,30.9,155226,36.8,154648,40.4,49908,66.4,91295,18.2,91291,21.6,91135,23.8,35050,46.6,501826,422206,382808
4/10/2021,Hudson County,NJ,229413,34.1,229376,39.9,228725,42.7,52558,64.2,111654,16.6,111652,19.4,111553,20.8,35658,43.5,672391,574459,535676
4/10/2021,Camden County,NJ,190320,37.6,190309,44.1,189349,48.3,59137,72.5,123109,24.3,123103,28.5,122673,31.3,43357,53.2,506471,431523,392248
4/10/2021,Salem County,NJ,20684,33.2,20682,38.5,20629,42.1,8784,74,11992,19.2,11992,22.3,11971,24.4,5852,49.3,62385,53679,49051
4/10/2021,Unknown County,NJ,,0,,0,,0,,0,248108,0,248104,0,245684,0,91240,0,,,
4/10/2021,Sussex County,NJ,50313,35.8,50301,40.6,50148,44.3,17753,70.3,29629,21.1,29629,23.9,29588,26.1,12365,49,140488,123854,113243
4/10/2021,Essex County,NJ,268814,33.6,268788,40,267281,43.8,75562,68,146771,18.4,146767,21.8,146420,24,52083,46.9,798975,671913,609578
4/10/2021,Somerset County,NJ,133272,40.5,133260,46.6,132412,51.3,39065,73.4,75665,23,75665,26.5,75401,29.2,27656,52,328934,285695,258178
4/10/2021,Cape May County,NJ,42964,46.7,42963,52.6,42842,56.3,19644,78.1,31619,34.4,31619,38.7,31569,41.5,15879,63.1,92039,81647,76089
4/10/2021,Atlantic County,NJ,105672,40.1,105669,46.4,105050,50.5,35364,72.1,65800,25,65799,28.9,65572,31.5,26078,53.2,263670,227677,208133
4/10/2021,Warren County,NJ,38564,36.6,38562,41.5,38494,45.3,15464,78.4,22729,21.6,22729,24.5,22707,26.7,11795,59.8,105267,92873,84914
4/10/2021,Gloucester County,NJ,111129,38.1,111127,44.1,110543,48.4,35185,74,70299,24.1,70299,27.9,70039,30.6,25077,52.7,291636,251839,228537
4/10/2021,Monmouth County,NJ,239826,38.8,239808,44.5,238977,48.8,83574,74.3,141162,22.8,141160,26.2,140892,28.8,57543,51.2,618795,539254,489383
4/10/2021,Ocean County,NJ,197191,32.5,197175,38.9,196875,42.8,94005,68,124605,20.5,124603,24.6,124499,27,66336,48,607186,507517,460496
4/10/2021,Cumberland County,NJ,41723,27.9,41723,33.1,41635,36.5,15234,65.1,21229,14.2,21229,16.9,21195,18.6,8415,36,149527,125954,114047
4/10/2021,Mercer County,NJ,125698,34.2,125689,39.7,124890,43.2,40127,69.8,68420,18.6,68417,21.6,68161,23.6,26509,46.1,367430,316439,289368
4/10/2021,Morris County,NJ,230575,46.9,230438,53.8,228908,58.8,69016,79.8,148380,30.2,148377,34.6,147903,38,56840,65.7,491845,428537,389368
4/10/2021,Union County,NJ,183892,33.1,183868,39.1,182740,42.8,52746,64.4,99760,17.9,99757,21.2,99474,23.3,35307,43.1,556341,470390,426483
4/10/2021,Middlesex County,NJ,292489,35.5,292474,41.3,290706,45,89694,70.2,163048,19.8,163048,23,162480,25.1,59285,46.4,825062,708391,646270
4/9/2021,Burlington County,NJ,178543,40.1,178535,46.1,177621,50.3,58456,75.6,115834,26,115833,29.9,115486,32.7,44111,57,445349,387026,353190
4/9/2021,Sussex County,NJ,48835,34.8,48823,39.4,48685,43,17529,69.4,28852,20.5,28852,23.3,28813,25.4,12101,47.9,140488,123854,113243
4/9/2021,Mercer County,NJ,122176,33.3,122167,38.6,121425,42,39653,69,65550,17.8,65547,20.7,65306,22.6,25486,44.3,367430,316439,289368
4/9/2021,Middlesex County,NJ,283343,34.3,283328,40,281668,43.6,88353,69.2,158190,19.2,158190,22.3,157658,24.4,58068,45.4,825062,708391,646270
4/9/2021,Morris County,NJ,225381,45.8,225244,52.6,223852,57.5,68460,79.2,143581,29.2,143578,33.5,143130,36.8,55650,64.3,491845,428537,389368
4/9/2021,Monmouth County,NJ,234519,37.9,234502,43.5,233730,47.8,82835,73.6,136941,22.1,136939,25.4,136682,27.9,56307,50.1,618795,539254,489383
4/9/2021,Salem County,NJ,20320,32.6,20318,37.9,20273,41.3,8711,73.4,11813,18.9,11813,22,11792,24,5806,48.9,62385,53679,49051
4/9/2021,Unknown County,NJ,,0,,0,,0,,0,236272,0,236272,0,233949,0,87542,0,,,
4/9/2021,Essex County,NJ,262042,32.8,262016,39,260643,42.8,74736,67.3,141970,17.8,141966,21.1,141649,23.2,51111,46,798975,671913,609578
4/9/2021,Atlantic County,NJ,103004,39.1,103001,45.2,102427,49.2,34932,71.3,62899,23.9,62898,27.6,62693,30.1,25197,51.4,263670,227677,208133
4/9/2021,Passaic County,NJ,150847,30.1,150812,35.7,150281,39.3,49295,65.6,87566,17.4,87562,20.7,87413,22.8,33988,45.2,501826,422206,382808
4/9/2021,Camden County,NJ,186634,36.8,186624,43.2,185736,47.4,58590,71.9,119744,23.6,119739,27.7,119340,30.4,42316,51.9,506471,431523,392248
4/9/2021,Hunterdon County,NJ,46923,37.7,46922,42.5,46756,46.4,17051,70.8,24495,19.7,24494,22.2,24441,24.3,10834,45,124371,110363,100659
4/9/2021,Cumberland County,NJ,41095,27.5,41095,32.6,41014,36,15108,64.6,20679,13.8,20679,16.4,20645,18.1,8227,35.2,149527,125954,114047
4/9/2021,Ocean County,NJ,192233,31.7,192217,37.9,191959,41.7,92489,66.9,120014,19.8,120012,23.6,119913,26,64123,46.4,607186,507517,460496
4/9/2021,Gloucester County,NJ,109117,37.4,109115,43.3,108562,47.5,34961,73.5,68668,23.5,68668,27.3,68421,29.9,24627,51.8,291636,251839,228537
4/9/2021,Union County,NJ,179007,32.2,178984,38.1,177941,41.7,52071,63.5,96448,17.3,96445,20.5,96172,22.6,34404,42,556341,470390,426483
4/9/2021,Hudson County,NJ,222379,33.1,222342,38.7,221737,41.4,51891,63.4,107324,16,107322,18.7,107231,20,35003,42.7,672391,574459,535676
4/9/2021,Somerset County,NJ,129463,39.4,129451,45.3,128653,49.8,38558,72.5,73303,22.3,73303,25.7,73053,28.3,27096,50.9,328934,285695,258178
4/9/2021,Bergen County,NJ,382201,41,382169,47.3,380073,51.6,124207,75.4,246553,26.4,246550,30.5,245933,33.4,99002,60.1,932202,807139,735893
4/9/2021,Cape May County,NJ,42094,45.7,42093,51.6,41980,55.2,19434,77.2,30496,33.1,30496,37.4,30448,40,15447,61.4,92039,81647,76089
4/9/2021,Warren County,NJ,37492,35.6,37490,40.4,37429,44.1,15272,77.5,22017,20.9,22017,23.7,21995,25.9,11623,59,105267,92873,84914
4/8/2021,Camden County,NJ,181925,35.9,181915,42.2,181070,46.2,58015,71.2,114900,22.7,114895,26.6,114514,29.2,41240,50.6,506471,431523,392248
4/8/2021,Atlantic County,NJ,101542,38.5,101539,44.6,100980,48.5,34667,70.7,61189,23.2,61188,26.9,61000,29.3,24683,50.3,263670,227677,208133
4/8/2021,Essex County,NJ,255408,32,255383,38,254080,41.7,73872,66.5,137181,17.2,137178,20.4,136879,22.5,50128,45.1,798975,671913,609578
4/8/2021,Passaic County,NJ,146664,29.2,146629,34.7,146118,38.2,48531,64.6,83818,16.7,83814,19.9,83671,21.9,33092,44,501826,422206,382808
4/8/2021,Morris County,NJ,222008,45.1,221871,51.8,220581,56.7,68216,78.9,140255,28.5,140252,32.7,139829,35.9,54844,63.4,491845,428537,389368
4/8/2021,Sussex County,NJ,48083,34.2,48071,38.8,47937,42.3,17287,68.5,28412,20.2,28412,22.9,28374,25.1,11996,47.5,140488,123854,113243
4/8/2021,Cumberland County,NJ,40608,27.2,40608,32.2,40530,35.5,15017,64.2,20295,13.6,20295,16.1,20263,17.8,8118,34.7,149527,125954,114047
4/8/2021,Gloucester County,NJ,106750,36.6,106748,42.4,106214,46.5,34691,72.9,66330,22.7,66330,26.3,66095,28.9,24167,50.8,291636,251839,228537
4/8/2021,Monmouth County,NJ,229871,37.1,229854,42.6,229121,46.8,82215,73.1,132830,21.5,132828,24.6,132584,27.1,55019,48.9,618795,539254,489383
4/8/2021,Bergen County,NJ,375342,40.3,375310,46.5,373282,50.7,123426,75,237060,25.4,237057,29.4,236480,32.1,96753,58.8,932202,807139,735893
4/8/2021,Union County,NJ,174348,31.3,174327,37.1,173379,40.7,51481,62.8,93938,16.9,93935,20,93678,22,33822,41.3,556341,470390,426483
4/8/2021,Salem County,NJ,20128,32.3,20126,37.5,20084,40.9,8697,73.3,11346,18.2,11346,21.1,11325,23.1,5547,46.7,62385,53679,49051
4/8/2021,Hudson County,NJ,214087,31.8,214052,37.3,213525,39.9,51168,62.5,101862,15.1,101861,17.7,101777,19,34228,41.8,672391,574459,535676
4/8/2021,Cape May County,NJ,41624,45.2,41623,51,41513,54.6,19312,76.7,29964,32.6,29964,36.7,29918,39.3,15230,60.5,92039,81647,76089
4/8/2021,Mercer County,NJ,119327,32.5,119319,37.7,118606,41,39286,68.3,63182,17.2,63180,20,62953,21.8,24939,43.4,367430,316439,289368
4/8/2021,Hunterdon County,NJ,44483,35.8,44482,40.3,44323,44,16331,67.8,23863,19.2,23862,21.6,23813,23.7,10629,44.1,124371,110363,100659
4/8/2021,Somerset County,NJ,126097,38.3,126085,44.1,125315,48.5,38048,71.5,71028,21.6,71028,24.9,70794,27.4,26676,50.2,328934,285695,258178
4/8/2021,Ocean County,NJ,188010,31,187995,37,187751,40.8,91130,65.9,116230,19.1,116228,22.9,116132,25.2,62372,45.1,607186,507517,460496
4/8/2021,Middlesex County,NJ,276901,33.6,276886,39.1,275287,42.6,87235,68.3,153296,18.6,153296,21.6,152797,23.6,56760,44.4,825062,708391,646270
4/8/2021,Warren County,NJ,36529,34.7,36527,39.3,36468,42.9,15108,76.6,21505,20.4,21505,23.2,21484,25.3,11369,57.7,105267,92873,84914
4/8/2021,Unknown County,NJ,,0,,0,,0,,0,225446,0,225446,0,223197,0,84396,0,,,
4/8/2021,Burlington County,NJ,175596,39.4,175588,45.4,174709,49.5,57956,74.9,112130,25.2,112129,29,111798,31.7,43030,55.6,445349,387026,353190
4/7/2021,Atlantic County,NJ,97966,37.2,97963,43,97463,46.8,34181,69.7,57238,21.7,57237,25.1,57081,27.4,23528,48,263670,227677,208133
4/7/2021,Hunterdon County,NJ,43712,35.1,43711,39.6,43556,43.3,16221,67.3,23296,18.7,23295,21.1,23250,23.1,10502,43.6,124371,110363,100659
4/7/2021,Gloucester County,NJ,104704,35.9,104702,41.6,104208,45.6,34497,72.5,64735,22.2,64735,25.7,64519,28.2,23782,50,291636,251839,228537
4/7/2021,Burlington County,NJ,172320,38.7,172312,44.5,171507,48.6,57274,74,108923,24.5,108922,28.1,108612,30.8,42070,54.4,445349,387026,353190
4/7/2021,Morris County,NJ,218274,44.4,218137,50.9,216938,55.7,67846,78.4,136749,27.8,136746,31.9,136350,35,54088,62.5,491845,428537,389368
4/7/2021,Ocean County,NJ,182942,30.1,182927,36,182726,39.7,89824,64.9,112605,18.5,112603,22.2,112519,24.4,60635,43.8,607186,507517,460496
4/7/2021,Warren County,NJ,36206,34.4,36204,39,36153,42.6,15058,76.4,20905,19.9,20905,22.5,20888,24.6,11198,56.8,105267,92873,84914
4/7/2021,Union County,NJ,170500,30.6,170479,36.2,169603,39.8,51035,62.3,91413,16.4,91410,19.4,91173,21.4,33322,40.7,556341,470390,426483
4/7/2021,Cumberland County,NJ,39610,26.5,39610,31.4,39535,34.7,14823,63.4,19894,13.3,19894,15.8,19863,17.4,7988,34.1,149527,125954,114047
4/7/2021,Unknown County,NJ,,0,,0,,0,,0,215425,0,215425,0,213293,0,81410,0,,,
4/7/2021,Middlesex County,NJ,270166,32.7,270152,38.1,268658,41.6,86302,67.5,148209,18,148209,20.9,147742,22.9,55366,43.3,825062,708391,646270
4/7/2021,Salem County,NJ,19570,31.4,19568,36.5,19528,39.8,8592,72.4,11104,17.8,11104,20.7,11087,22.6,5478,46.1,62385,53679,49051
4/7/2021,Mercer County,NJ,116418,31.7,116410,36.8,115749,40,38997,67.8,61399,16.7,61397,19.4,61194,21.1,24510,42.6,367430,316439,289368
4/7/2021,Cape May County,NJ,40627,44.1,40626,49.8,40537,53.3,19142,76.1,28648,31.1,28648,35.1,28606,37.6,14746,58.6,92039,81647,76089
4/7/2021,Essex County,NJ,249536,31.2,249512,37.1,248349,40.7,73038,65.7,133869,16.8,133866,19.9,133582,21.9,49260,44.3,798975,671913,609578
4/7/2021,Monmouth County,NJ,224843,36.3,224827,41.7,224164,45.8,81289,72.3,128921,20.8,128919,23.9,128696,26.3,53691,47.7,618795,539254,489383
4/7/2021,Bergen County,NJ,366637,39.3,366605,45.4,364758,49.6,122565,74.4,230204,24.7,230201,28.5,229665,31.2,95060,57.7,932202,807139,735893
4/7/2021,Hudson County,NJ,206307,30.7,206272,35.9,205815,38.4,50567,61.7,97954,14.6,97953,17.1,97881,18.3,33575,41,672391,574459,535676
4/7/2021,Passaic County,NJ,142651,28.4,142616,33.8,142142,37.1,47844,63.6,80735,16.1,80731,19.1,80598,21.1,32187,42.8,501826,422206,382808
4/7/2021,Camden County,NJ,178056,35.2,178046,41.3,177271,45.2,57584,70.6,111109,21.9,111104,25.7,110755,28.2,40093,49.2,506471,431523,392248
4/7/2021,Sussex County,NJ,47018,33.5,47006,38,46879,41.4,17134,67.9,27837,19.8,27837,22.5,27800,24.5,11860,47,140488,123854,113243
4/7/2021,Somerset County,NJ,122741,37.3,122730,43,122013,47.3,37495,70.5,68556,20.8,68556,24,68338,26.5,26061,49,328934,285695,258178
4/6/2021,Cumberland County,NJ,39252,26.3,39252,31.2,39181,34.4,14742,63,19616,13.1,19616,15.6,19587,17.2,7896,33.8,149527,125954,114047
4/6/2021,Somerset County,NJ,120527,36.6,120516,42.2,119843,46.4,37194,69.9,66943,20.4,66943,23.4,66743,25.9,25620,48.2,328934,285695,258178
4/6/2021,Sussex County,NJ,46040,32.8,46028,37.2,45910,40.5,16973,67.2,27082,19.3,27082,21.9,27048,23.9,11589,45.9,140488,123854,113243
4/6/2021,Hunterdon County,NJ,42931,34.5,42931,38.9,42787,42.5,16105,66.9,22764,18.3,22764,20.6,22720,22.6,10304,42.8,124371,110363,100659
4/6/2021,Ocean County,NJ,178863,29.5,178849,35.2,178665,38.8,88554,64,109197,18,109196,21.5,109114,23.7,58971,42.6,607186,507517,460496
4/6/2021,Warren County,NJ,35783,34,35781,38.5,35734,42.1,14987,76,19951,19,19951,21.5,19935,23.5,10759,54.6,105267,92873,84914
4/6/2021,Cape May County,NJ,40311,43.8,40310,49.4,40222,52.9,19033,75.6,28092,30.5,28092,34.4,28051,36.9,14501,57.6,92039,81647,76089
4/6/2021,Hudson County,NJ,198290,29.5,198255,34.5,197842,36.9,49654,60.6,93787,13.9,93786,16.3,93716,17.5,32540,39.7,672391,574459,535676
4/6/2021,Camden County,NJ,175266,34.6,175256,40.6,174531,44.5,57179,70.1,108569,21.4,108564,25.2,108236,27.6,39175,48,506471,431523,392248
4/6/2021,Bergen County,NJ,359675,38.6,359643,44.6,357911,48.6,121748,73.9,224120,24,224117,27.8,223625,30.4,93426,56.7,932202,807139,735893
4/6/2021,Union County,NJ,166411,29.9,166391,35.4,165570,38.8,50363,61.4,88318,15.9,88316,18.8,88097,20.7,32614,39.8,556341,470390,426483
4/6/2021,Passaic County,NJ,138926,27.7,138892,32.9,138456,36.2,47275,62.9,77960,15.5,77957,18.5,77829,20.3,31510,41.9,501826,422206,382808
4/6/2021,Morris County,NJ,214494,43.6,214357,50,213227,54.8,67380,77.9,133767,27.2,133764,31.2,133391,34.3,53435,61.8,491845,428537,389368
4/6/2021,Atlantic County,NJ,97062,36.8,97059,42.6,96564,46.4,33974,69.3,56596,21.5,56595,24.9,56439,27.1,23247,47.4,263670,227677,208133
4/6/2021,Monmouth County,NJ,221158,35.7,221142,41,220519,45.1,80719,71.8,125683,20.3,125681,23.3,125478,25.6,52551,46.7,618795,539254,489383
4/6/2021,Salem County,NJ,19322,31,19320,36,19283,39.3,8555,72.1,10899,17.5,10899,20.3,10883,22.2,5422,45.7,62385,53679,49051
4/6/2021,Gloucester County,NJ,103323,35.4,103321,41,102857,45,34324,72.2,63455,21.8,63455,25.2,63247,27.7,23377,49.1,291636,251839,228537
4/6/2021,Mercer County,NJ,112204,30.5,112196,35.5,111572,38.6,38372,66.7,58648,16,58646,18.5,58456,20.2,23863,41.5,367430,316439,289368
4/6/2021,Unknown County,NJ,,0,,0,,0,,0,205319,0,205319,0,203274,0,78332,0,,,
4/6/2021,Burlington County,NJ,169445,38,169437,43.8,168670,47.8,56816,73.4,105867,23.8,105866,27.4,105580,29.9,41239,53.3,445349,387026,353190
4/6/2021,Middlesex County,NJ,264188,32,264176,37.3,262760,40.7,85353,66.8,143428,17.4,143428,20.2,142994,22.1,54042,42.3,825062,708391,646270
4/6/2021,Essex County,NJ,243050,30.4,243026,36.2,241973,39.7,71984,64.8,129861,16.3,129858,19.3,129591,21.3,48043,43.2,798975,671913,609578
4/5/2021,Salem County,NJ,19201,30.8,19199,35.8,19162,39.1,8520,71.8,10415,16.7,10415,19.4,10399,21.2,5109,43,62385,53679,49051
4/5/2021,Mercer County,NJ,111046,30.2,111038,35.1,110423,38.2,38103,66.3,57377,15.6,57375,18.1,57190,19.8,23459,40.8,367430,316439,289368
4/5/2021,Morris County,NJ,212077,43.1,211940,49.5,210866,54.2,67088,77.6,131502,26.7,131499,30.7,131148,33.7,53016,61.3,491845,428537,389368
4/5/2021,Hunterdon County,NJ,42502,34.2,42502,38.5,42362,42.1,16019,66.5,22507,18.1,22507,20.4,22465,22.3,10224,42.4,124371,110363,100659
4/5/2021,Middlesex County,NJ,260993,31.6,260981,36.8,259592,40.2,84744,66.3,140110,17,140110,19.8,139686,21.6,53208,41.6,825062,708391,646270
4/5/2021,Unknown County,NJ,,0,,0,,0,,0,198035,0,198035,0,196024,0,75947,0,,,
4/5/2021,Cape May County,NJ,39964,43.4,39963,48.9,39876,52.4,18899,75.1,27810,30.2,27810,34.1,27769,36.5,14309,56.9,92039,81647,76089
4/5/2021,Sussex County,NJ,45476,32.4,45464,36.7,45350,40,16845,66.7,26758,19,26758,21.6,26725,23.6,11519,45.6,140488,123854,113243
4/5/2021,Bergen County,NJ,354948,38.1,354916,44,353251,48,121160,73.6,219517,23.5,219514,27.2,219054,29.8,92071,55.9,932202,807139,735893
4/5/2021,Cumberland County,NJ,39028,26.1,39028,31,38958,34.2,14659,62.7,19078,12.8,19078,15.1,19051,16.7,7643,32.7,149527,125954,114047
4/5/2021,Ocean County,NJ,176909,29.1,176895,34.9,176711,38.4,87728,63.4,106249,17.5,106248,20.9,106170,23.1,57292,41.4,607186,507517,460496
4/5/2021,Gloucester County,NJ,102594,35.2,102592,40.7,102137,44.7,34139,71.8,62023,21.3,62023,24.6,61821,27.1,22984,48.3,291636,251839,228537
4/5/2021,Passaic County,NJ,137354,27.4,137320,32.5,136902,35.8,47028,62.6,76760,15.3,76757,18.2,76635,20,31173,41.5,501826,422206,382808
4/5/2021,Atlantic County,NJ,96443,36.6,96440,42.4,95946,46.1,33775,68.9,56239,21.3,56238,24.7,56082,26.9,23098,47.1,263670,227677,208133
4/5/2021,Essex County,NJ,239582,30,239558,35.7,238567,39.1,71395,64.3,128339,16.1,128336,19.1,128079,21,47624,42.9,798975,671913,609578
4/5/2021,Camden County,NJ,173789,34.3,173779,40.3,173062,44.1,56852,69.7,106349,21,106344,24.6,106029,27,38520,47.2,506471,431523,392248
4/5/2021,Burlington County,NJ,168703,37.9,168695,43.6,167937,47.5,56620,73.2,104299,23.4,104298,26.9,104018,29.5,40901,52.9,445349,387026,353190
4/5/2021,Hudson County,NJ,193962,28.8,193927,33.8,193538,36.1,49231,60.1,92010,13.7,92009,16,91943,17.2,32101,39.2,672391,574459,535676
4/5/2021,Somerset County,NJ,118899,36.1,118888,41.6,118231,45.8,36910,69.4,65762,20,65762,23,65569,25.4,25340,47.6,328934,285695,258178
4/5/2021,Warren County,NJ,35543,33.8,35541,38.3,35495,41.8,14933,75.8,19812,18.8,19812,21.3,19796,23.3,10732,54.4,105267,92873,84914
4/5/2021,Union County,NJ,162679,29.2,162660,34.6,161867,38,49768,60.7,86476,15.5,86474,18.4,86263,20.2,32138,39.2,556341,470390,426483
4/5/2021,Monmouth County,NJ,218896,35.4,218880,40.6,218279,44.6,80245,71.3,123264,19.9,123262,22.9,123063,25.1,51527,45.8,618795,539254,489383
4/4/2021,Morris County,NJ,210310,42.8,210173,49,209146,53.7,66949,77.4,129990,26.4,129987,30.3,129649,33.3,52779,61,491845,428537,389368
4/4/2021,Hudson County,NJ,190139,28.3,190104,33.1,189745,35.4,49080,59.9,91222,13.6,91221,15.9,91157,17,32032,39.1,672391,574459,535676
4/4/2021,Salem County,NJ,19141,30.7,19139,35.7,19102,38.9,8512,71.7,10351,16.6,10351,19.3,10335,21.1,5090,42.9,62385,53679,49051
4/4/2021,Cape May County,NJ,39785,43.2,39784,48.7,39698,52.2,18838,74.9,27615,30,27615,33.8,27576,36.2,14214,56.5,92039,81647,76089
4/4/2021,Union County,NJ,160407,28.8,160388,34.1,159641,37.4,49510,60.4,85761,15.4,85759,18.2,85557,20.1,31987,39,556341,470390,426483
4/4/2021,Cumberland County,NJ,38929,26,38929,30.9,38859,34.1,14645,62.6,18988,12.7,18988,15.1,18961,16.6,7617,32.6,149527,125954,114047
4/4/2021,Camden County,NJ,172223,34,172213,39.9,171527,43.7,56652,69.5,105311,20.8,105306,24.4,105004,26.8,38292,47,506471,431523,392248
4/4/2021,Gloucester County,NJ,102211,35,102209,40.6,101759,44.5,34094,71.7,61618,21.1,61618,24.5,61419,26.9,22892,48.1,291636,251839,228537
4/4/2021,Atlantic County,NJ,95784,36.3,95781,42.1,95289,45.8,33694,68.7,55982,21.2,55981,24.6,55825,26.8,23041,47,263670,227677,208133
4/4/2021,Monmouth County,NJ,217602,35.2,217586,40.3,217002,44.3,80141,71.2,122233,19.8,122231,22.7,122034,24.9,51285,45.6,618795,539254,489383
4/4/2021,Passaic County,NJ,135799,27.1,135765,32.2,135378,35.4,46877,62.4,75930,15.1,75927,18,75809,19.8,30963,41.2,501826,422206,382808
4/4/2021,Warren County,NJ,35157,33.4,35155,37.9,35112,41.4,14881,75.5,19652,18.7,19652,21.2,19636,23.1,10703,54.3,105267,92873,84914
4/4/2021,Bergen County,NJ,352160,37.8,352128,43.6,350529,47.6,120942,73.4,217474,23.3,217471,26.9,217034,29.5,91714,55.7,932202,807139,735893
4/4/2021,Somerset County,NJ,117324,35.7,117313,41.1,116699,45.2,36773,69.1,64958,19.7,64958,22.7,64770,25.1,25151,47.3,328934,285695,258178
4/4/2021,Middlesex County,NJ,257446,31.2,257434,36.3,256126,39.6,84336,66,138255,16.8,138255,19.5,137853,21.3,52664,41.2,825062,708391,646270
4/4/2021,Mercer County,NJ,110019,29.9,110011,34.8,109438,37.8,38010,66.1,56694,15.4,56692,17.9,56522,19.5,23301,40.5,367430,316439,289368
4/4/2021,Burlington County,NJ,166878,37.5,166870,43.1,166145,47,56403,72.9,102946,23.1,102945,26.6,102677,29.1,40490,52.3,445349,387026,353190
4/4/2021,Essex County,NJ,234369,29.3,234345,34.9,233433,38.3,70839,63.8,127080,15.9,127077,18.9,126826,20.8,47219,42.5,798975,671913,609578
4/4/2021,Unknown County,NJ,,0,,0,,0,,0,194560,0,194560,0,192598,0,75064,0,,,
4/4/2021,Sussex County,NJ,45130,32.1,45118,36.4,45010,39.7,16821,66.6,26435,18.8,26435,21.3,26405,23.3,11422,45.3,140488,123854,113243
4/4/2021,Ocean County,NJ,175775,28.9,175761,34.6,175581,38.1,87381,63.2,105445,17.4,105444,20.8,105367,22.9,56908,41.1,607186,507517,460496
4/4/2021,Hunterdon County,NJ,41914,33.7,41914,38,41785,41.5,15964,66.3,22257,17.9,22257,20.2,22216,22.1,10153,42.2,124371,110363,100659
